longitude,latitude,name,population
-88.9555622,40.48267659,ST JOSEPH MEDICAL CENTER,-999
-88.96098295,39.8672534,DECATUR MEMORIAL HOSPITAL,188
-88.279468,42.31779814,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,173
-88.99085,40.49697098,BROMENN HEALTHCARE,200
-71.1368538,44.06181269,MEMORIAL HOSPITAL,25
-72.2919009,42.9488432,CHESHIRE MEDICAL CENTER,169
-72.02342639,44.13533816,COTTAGE HOSPITAL,25
-71.82555904,44.31793388,LITTLETON REGIONAL HEALTHCARE,25
-72.28600257,43.63844773,ALICE PECK DAY MEMORIAL HOSPITAL,25
-94.75857669,36.58128735,INTEGRIS GROVE HOSPITAL,58
-71.46318101,43.52855555,LAKES REGION GENERAL HOSPITAL,137
-87.10232861,37.76579187,OWENSBORO HEALTH REGIONAL HOSPITAL,447
-76.05799123,38.54945363,ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,283
-97.88742558,36.39016529,INTEGRIS BASS BAPTIST HEALTH CENTER,183
-99.88202277,36.2680035,NEWMAN MEMORIAL HOSPITAL,79
-99.31803877,34.63523975,JACKSON COUNTY MEMORIAL HOSPITAL,49
-95.12875158,35.26116507,HASKELL COUNTY COMMUNITY HOSPITAL,25
-87.92122132,41.80591716,ADVENTIST HINSDALE HOSPITAL,277
-87.93557914,41.86376199,ELMHURST MEMORIAL HOSPITAL,315
-88.15575869,41.87352056,CENTRAL DUPAGE HOSPITAL,344
-88.05697653,41.9148249,ADVENTIST GLENOAKS,141
-99.50111111,34.89236096,MANGUM REGIONAL MEDICAL CENTER,25
-97.96173288,35.04803417,GRADY MEMORIAL HOSPITAL,99
-99.40033722,36.43739791,ALLIANCEHEALTH WOODWARD,87
-97.29949511,36.28839268,PERRY MEMORIAL HOSPITAL,26
-98.43426071,34.60978544,COMANCHE COUNTY MEMORIAL HOSPITAL,283
-98.46274019,34.59263525,SOUTHWESTERN MEDICAL CENTER,199
-96.60596661,35.99810679,DRUMRIGHT REGIONAL HOSPITAL,15
-97.07510207,36.1150111,STILLWATER MEDICAL CENTER,117
-95.49665009,34.0123721,CHOCTAW MEMORIAL HOSPITAL,34
-97.43929378,35.23041388,NORMAN REGIONAL HEALTH SYSTEM -NORMAN CAMPUS,388
-97.14084275,34.18896758,"MERCY HOSPITAL ARDMORE, INC",190
-97.49146648,34.22286842,"MERCY HOSPITAL HEALDTON, INC.",22
-96.69840924,35.24497499,ALLIANCEHEALTH SEMINOLE,32
-95.86355986,36.0353155,HILLCREST HOSPITAL SOUTH,180
-95.96851083,36.14716118,HILLCREST MEDICAL CENTER,620
-95.8573201,36.03358225,SAINT FRANCIS HOSPITAL SOUTH,96
-95.99984393,36.14670539,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,249
-95.91898427,36.07276583,"SAINT FRANCIS HOSPITAL, INC.",1112
-99.0136548,34.40377445,MEMORIAL HOSPITAL & PHYSICIAN GROUP,37
-95.60467518,36.32264454,HILLCREST HOSPITAL CLAREMORE,81
-97.975948,34.52031753,DUNCAN REGIONAL HOSPITAL,138
-99.42625102,35.41398306,GREAT PLAINS REGIONAL MEDICAL CENTER,62
-95.3924305,35.96152396,WAGONER COMMUNITY HOSPITAL,100
-97.5015588,35.48077952,OU MEDICAL CENTER,756
-96.63336758,34.77827025,"MERCY HOSPITAL ADA, INC.",156
-95.952485,35.61118802,MUSCOGEE (CREEK) NATION MEDICAL CENTER,66
-90.01946751,35.13666855,METHODIST HEALTHCARE - UNIVERSITY HOSPITAL,617
-101.6714768,44.03980876,HANS P PETERSON MEMORIAL HOSPITAL,18
-84.52271936,35.34509862,STARR REGIONAL MEDICAL CENTER ETOWAH,72
-71.1552539,44.4869509,ANDROSCOGGIN VALLEY HOSPITAL,25
-71.55433993,44.48623037,WEEKS MEDICAL CENTER,25
-89.63905575,39.18121356,ST FRANCIS HOSPITAL,25
-81.16818374,37.7988327,BECKLEY ARH HOSPITAL,173
-90.65830133,40.92225293,OSF HOLY FAMILY MEDICAL CENTER,23
-89.95787808,41.80893488,MORRISON COMMUNITY HOSPITAL,36
-90.5643155,40.1181628,SARAH D CULBERTSON MEMORIAL HOSPITAL,46
-89.38989355,40.1537865,ABRAHAM LINCOLN MEMORIAL HOSPITAL,25
-88.74004866,37.16637476,MASSAC MEMORIAL HOSPITAL,25
-87.6776547,39.60684004,PARIS COMMUNITY HOSPITAL,25
-75.60448633,38.64168815,NANTICOKE MEMORIAL HOSPITAL,139
-151.077827,60.49316905,CENTRAL PENINSULA GENERAL HOSPITAL,108
-149.8002926,61.18295035,ALASKA NATIVE MEDICAL CENTER - ANMC,148
-131.6857884,55.35371869,PEACEHEALTH KETCHIKAN MEDICAL CENTER,54
-147.7393928,64.83174471,FAIRBANKS MEMORIAL HOSPITAL,217
-165.4053146,64.50191806,NORTON SOUND REGIONAL HOSPITAL,36
-149.2583112,61.56289358,MAT-SU REGIONAL MEDICAL CENTER,74
-146.3465517,61.13653378,PROVIDENCE VALDEZ MEDICAL CENTER,21
-162.5868263,66.89600162,MANIILAQ MEDICAL CENTER,17
-135.3548767,57.05156556,MT EDGECUMBE HOSPITAL - SEARHC,27
-85.65624427,36.34880706,JACKSON COUNTY HOSPITAL,-999
-114.3313438,48.38027696,NORTH VALLEY HOSPITAL,25
-111.2913526,47.48935452,GREAT FALLS CLINIC MEDICAL CENTER,19
-87.06689111,35.60716387,MAURY REGIONAL HOSPITAL,255
-111.9974384,46.58267004,ST PETERS HOSPITAL,123
-88.85404847,35.68444711,TENNOVA HEALTHCARE - REGIONAL JACKSON,152
-88.31030458,36.29654269,HENRY COUNTY MEDICAL CENTER,142
-82.38456264,36.3078431,JOHNSON CITY MEDICAL CENTER,514
-85.32758442,36.38522911,LIVINGSTON REGIONAL HOSPITAL,82
-84.24508553,36.02454511,METHODIST MEDICAL CENTER OF OAK RIDGE,301
-85.19086883,35.62068597,ERLANGER BLEDSOE,25
-88.10794649,36.05521682,CAMDEN GENERAL HOSPITAL,25
-83.95871505,35.75646224,BLOUNT MEMORIAL HOSPITAL,316
-86.88690192,36.47848008,NORTHCREST MEDICAL CENTER,109
-84.12854359,36.57370136,JELLICO COMMUNITY HOSPITAL,54
-84.60735287,35.44081499,STARR REGIONAL MEDICAL CENTER,190
-86.74961898,36.24534093,TRISTAR SKYLINE MEDICAL CENTER,213
-86.8021667,36.14083601,VANDERBILT UNIVERSITY HOSPITAL,1025
-85.29004745,35.04889413,ERLANGER MEDICAL CENTER,560
-85.30202706,35.1235785,ERLANGER NORTH CAMPUS,67
-83.21510814,36.53333298,WELLMONT HANCOCK COUNTY HOSPITAL,10
-86.51161996,36.55729151,TRISTAR PORTLAND MEDICAL PARK,148
-82.25692326,36.58551645,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,348
-82.55460725,36.55410317,WELLMONT-HOLSTON VALLEY MEDICAL CENTER,505
-88.39866414,35.65530193,HENDERSON COUNTY COMMUNITY HOSPITAL,45
-86.81925004,35.91616226,WILLIAMSON MEDICAL CENTER,185
-86.28313467,36.20329419,TENNOVA HEALTHCARE - LEBANON MCFARLAND CAMPUS,-999
-84.98177946,35.52910134,RHEA MEDICAL CENTER,25
-86.42503138,35.86057912,SAINT THOMAS RUTHERFORD HOSPITAL,286
-83.92681776,35.99238358,TENNOVA HEALTHCARE PHYSICIANS REGIONAL MEDICAL CENTER,243
-83.94388413,35.94044734,THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,609
-95.73769964,38.20227177,COFFEY COUNTY HOSPITAL,78
-74.19646609,40.51656928,STATEN ISLAND UNIVERSITY HOSPITAL - SOUTH,206
-96.2938025,37.83569758,GREENWOOD COUNTY HOSPITAL,25
-98.79071269,38.35616569,GREAT BEND REGIONAL HOSPITAL,33
-99.29609395,38.8805655,HAYS MEDICAL CENTER,172
-96.94226508,38.68010201,HERINGTON MUNICIPAL HOSPITAL,25
-97.03850329,37.13299682,SOUTH CENTRAL KS  MED CENTER,37
-96.59902718,39.20276803,MANHATTAN SURGICAL HOSPITAL LLC,13
-97.67346174,38.37878275,MCPHERSON HOSPITAL INC,41
-97.31307896,38.04027656,PRAIRIE VIEW INC,38
-95.70833215,37.40957059,WILSON MEDICAL CENTER,15
-99.8881128,39.83794589,NORTON COUNTY HOSPITAL,25
-96.17142807,39.4959886,COMMUNITY HOSPITAL  ONAGA AND ST MARYS CAMPUS,159
-94.72641401,38.9374642,OVERLAND PARK REG MED CTR,276
-94.66903502,38.90396961,SAINT LUKE'S SOUTH HOSPITAL,110
-94.8490647,38.56931793,MIAMI COUNTY MEDICAL CENTER,18
-95.80812231,39.89892954,SABETHA COMMUNITY HOSPITAL,25
-101.7493949,38.47033595,GREELEY COUNTY HOSPITAL,50
-66.4824951,18.43455435,MANATI MEDICAL CENTER DR ALEJANDRO OTERO LOPEZ,-999
-67.15088511,18.44280934,HOSPITAL BUEN SAMARITANO,154
-67.11919677,18.18676401,HOSP BELLA VISTA,157
-67.03816476,18.09880911,HOSP DE LA CONCEPCION,167
-66.39434514,18.226651,CENTRO DE SALUD INTEGRAL DE OROCOVIS,-999
-66.14748152,18.1240463,HOSP GENERAL MENONITA - CAYEY,208
-66.07284079,18.3955074,ADMINISTRACION DE SERVICIOS MEDICOS DE PR (ASEM),-999
-66.06546953,18.45599329,ASHFORD PRESBYTERIAN COMMUNITY HOSPITAL INC,195
-66.09826151,18.38990335,HOSP METROPOLITANO DE SAN JUAN,-999
-66.07253398,18.39633673,HOSP ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,-999
-176.640263,51.868005,ADAK MEDICAL CENTER - EAT,-999
-95.40543329,29.1838554,UTMB ANGLETON-DANBURY MEDICAL CENTER,64
-97.72604637,30.28989221,ST. DAVID'S MEDICAL CENTER,350
-97.11271638,32.69232531,MEDICAL CENTER OF ARLINGTON,342
-97.53309865,32.88096648,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,36
-94.97971661,29.76911627,HOUSTON METHODIST SAN JACINTO HOSPITAL,205
-95.46121904,29.72380542,MEMORIAL HERMANN ORTHOPEDIC AND SPINE HOSPITAL,64
-94.68744667,29.7525574,BAYSIDE COMMUNITY HOSPITAL,14
-97.7062274,30.41148803,NORTH AUSTIN MEDICAL CENTER,378
-101.4620288,31.19744523,REAGAN MEMORIAL HOSPITAL,14
-82.19385038,30.06705191,UNION CORRECTIONAL INSTITUTE HOSPITAL,-999
-81.3791536,28.52433987,WINNIE PALMER HOSPITAL FOR WOMEN & BABIES,-999
-82.49220872,27.98023088,ST JOSEPH'S WOMEN'S HOSPITAL,-999
-98.82114248,32.39982064,EASTLAND MEMORIAL HOSPITAL,52
-106.2645055,31.79037063,THE HOSPITALS OF PROVIDENCE EAST CAMPUS,182
-96.17059823,31.72534374,FREESTONE MEDICAL CENTER,37
-98.17497259,29.15850063,CONNALLY MEMORIAL MEDICAL CENTER,44
-97.34897946,32.73685764,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,34
-96.83782532,33.10449021,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,68
-97.1627319,33.64636264,NORTH TEXAS MEDICAL CENTER,60
-98.88184327,30.262519,HILL COUNTRY MEMORIAL HOSPITAL,86
-94.94376282,32.7350624,EAST TEXAS MEDICAL CENTER - GILMER,37
-96.12397074,33.12231408,HUNT REGIONAL MEDICAL CENTER GREENVILLE,192
-97.42934318,29.51759211,MEMORIAL HOSPITAL,34
-98.58396742,33.08958211,GRAHAM REGIONAL MEDICAL CENTER,42
-93.92228257,29.93896657,RENAISSANCE HOSPITAL GROVES,91
-96.93821283,29.45740267,LAVACA MEDICAL CENTER,25
-99.13448254,29.33462296,MEDINA REGIONAL HOSPITAL,25
-95.40044497,29.70773116,CHI ST LUKES HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER,864
-95.27612889,29.99551204,MEMORIAL HERMANN NORTHEAST HOSPITAL,255
-98.17012713,33.22507119,FAITH COMMUNITY HOSPITAL,41
-94.00955331,30.90789453,CHRISTUS JASPER MEMORIAL HOSPITAL,59
-99.78056091,30.49847308,KIMBLE HOSPITAL,15
-95.78625453,29.787311,MEMORIAL HERMANN KATY HOSPITAL,208
-99.1528689,30.04346599,PETERSON REGIONAL MEDICAL CENTER,124
-97.85297745,30.00840999,SETON MEDICAL CENTER HAYS,112
-102.3688972,33.57268652,COVENANT HOSPITAL LEVELLAND,48
-94.36388358,33.01398751,GOOD SHEPHERD MEDICAL CENTER - LINDEN,25
-98.67765575,30.74264962,BAYLOR SCOTT AND WHITE HEALTHCARE - LLANO,30
-94.72985399,32.50074986,CHRISTUS GOOD SHEPHERD MEDICAL CENTER - LONGVIEW,425
-96.7222958,33.17652529,METHODIST MCKINNEY HOSPITAL,23
-98.31431722,26.1963482,MISSION REGIONAL MEDICAL CENTER,297
-94.97117494,33.17559939,TITUS REGIONAL MEDICAL CENTER,164
-95.08676363,29.54924852,HOUSTON METHODIST ST. JOHN HOSPITAL,178
-87.72018283,41.89071186,"GARFIELD PARK HOSPITAL, LLC",-999
-94.65387311,31.65314431,NACOGDOCHES MEDICAL CENTER,153
-90.17092928,38.89080496,SAINT CLARE'S HOSPITAL,-999
-102.3595728,31.85173303,ODESSA REGIONAL MEDICAL CENTER SOUTH CAMPUS,14
-95.62722756,31.73259668,PALESTINE REGIONAL MEDICAL CENTER,86
-95.54722893,33.6596692,PARIS REGIONAL MEDICAL CENTER - SOUTH CAMPUS,214
-100.9647965,35.57247216,PAMPA REGIONAL MEDICAL CENTER,115
-95.1838147,29.66106027,BAYSHORE MEDICAL CENTER,350
-95.17795651,29.65912193,SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,37
-95.1622144,29.64109794,ST. LUKE'S PATIENTS MEDICAL CENTER,61
-101.7329456,34.20675672,COVENANT HOSPITAL PLAINVIEW,68
-103.5140298,31.40118876,REEVES COUNTY HOSPITAL,25
-96.83647095,33.04366355,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,366
-99.11725719,28.89630465,FRIO REGIONAL HOSPITAL,22
-96.72660111,32.97431653,METHODIST RICHARDSON MEDICAL CENTER,209
-95.77093702,29.57632884,OAKBEND MEDICAL CENTER,168
-97.68478229,30.56339584,BAYLOR SCOTT AND WHITE HOSPITAL - ROUND ROCK,101
-88.93858038,38.2974177,GOOD SAMARITAN REGIONAL HEALTH CENTER,-999
-96.50871907,32.91801933,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKE POINTE,112
-89.08780775,41.55305291,MENDOTA COMMUNITY HOSPITAL,-999
-88.62073482,41.65719013,VALLEY WEST COMMUNITY HOSPITAL,24
-98.54470772,29.35353715,SOUTHWEST GENERAL HOSPITAL,327
-98.58975132,29.53024011,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,20
-98.47443477,29.61586221,METHODIST STONE OAK HOSPITAL,140
-98.54757258,29.48986399,METHODIST TEXSAN HOSPITAL,120
-87.49334945,37.34059784,BAPTIST HEALTH MADISONVILLE,390
-77.19790423,39.09784414,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,256
-96.62382165,33.63709739,WILSON N JONES REGIONAL MEDICAL CENTER,202
-95.62434848,29.59811706,MEMORIAL HERMANN FIRST COLONY HOSPITAL,7
-95.454342,30.17433545,MEMORIAL HERMANN THE WOODLANDS HOSPITAL,351
-95.94852914,41.1370445,BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE - B,55
-95.62369558,30.08730408,TOMBALL REGIONAL HOSPITAL,358
-95.38104923,30.95686367,EAST TEXAS MEDICAL CENTER TRINITY,45
-99.76783721,29.21411967,UVALDE MEMORIAL HOSPITAL,25
-97.0914344,40.91002173,MEMORIAL HOSPITAL,24
-97.19949097,31.51425066,PROVIDENCE HEALTH CENTER,237
-95.12619308,29.53384927,HOUSTON PHYSICIANS' HOSPITAL,21
-100.2703597,35.43933961,PARKVIEW HOSPITAL,16
-99.95913544,31.94922151,NORTH RUNNELS HOSPITAL,25
-96.79495495,32.80424638,BAYLOR MEDICAL CENTER AT UPTOWN,24
-96.86979587,32.91526053,DALLAS MEDICAL CENTER,155
-96.68260102,33.22097161,BAYLOR SCOTT & WHITE MEDICAL CENTER - MCKINNEY,143
-95.69782808,29.78715662,HOUSTON METHODIST WEST HOSPITAL,193
-105.9457805,35.65944099,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,200
-95.39893888,29.71052314,HOUSTON METHODIST HOSPTIAL,1128
-95.55114453,29.96646877,HOUSTON METHODIST WILLOWBROOK HOSPITAL,313
-96.27915304,32.71061357,RENAISSANCE HOSPITAL TERRELL,-999
-97.81984631,30.5233139,BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,8
-97.9715299,30.33294103,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKEWAY,106
-94.18916218,31.79622875,SHELBY REGIONAL MEDICAL CENTER,-999
-97.30991228,32.93068061,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,74
-96.16663813,33.58458954,SAM RAYBURN MEMORIAL VETERANS CENTER,-999
-97.68871248,30.62609475,ST DAVID'S GEORGETOWN HOSPITAL,111
-98.57491087,29.51254941,ST LUKE'S BAPTIST HOSPITAL,282
-97.15754299,31.48918306,BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,-999
-95.3118817,29.81193328,HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP,221
-95.19334666,29.77236697,EAST HOUSTON REGIONAL MED CTR,131
-98.53302117,29.35182455,BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,8
-95.38867972,29.56350045,MEMORIAL HERMANN PEARLAND HOSPITAL,64
-98.30453796,30.51281125,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,46
-96.75579418,32.99919628,EMINENT MEDICAL CENTER,5
-101.4916755,32.23637785,SCENIC MOUNTAIN MEDICAL CENTER,150
-96.77180156,33.00140185,STAR MEDICAL CENTER,7
-98.29008482,29.59427531,BAPTIST EMERGENCY HOSPITAL,8
-98.06999717,29.72200582,RESOLUTE HEALTH,128
-96.7665543,32.88843795,FIRST BAPTIST MEDICAL CENTER,18
-96.75796427,32.88377332,WALNUT HILL MEDICAL CENTER,100
-96.85791008,32.42751892,BAYLOR SCOTT & WHITE MEDICAL CENTER AT WAXAHACHIE,104
-95.63643615,29.58990316,MEMORIAL HERMANN SURGICAL HOSPITAL FIRST COLONY,6
-95.12586399,29.54477125,BAY AREA REGIONAL MEDICAL CENTER,170
-97.37554712,27.68604136,SOUTH TEXAS SURGICAL HOSPITAL,33
-95.56274483,30.0005391,FIRST TEXAS HOSPITAL,50
-95.35980642,29.71103908,HARRIS HEALTH SYSTEM QUENTIN MEASE HOSPITAL,49
-121.1207254,44.63787373,ST CHARLES - MADRAS,-999
-98.16693865,33.23066769,FAITH COMMUNITY HOSPITAL,17
-97.63542316,27.85491733,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,89
-101.4610176,31.20401254,REAGAN MEMORIAL HOSPITAL,7
-97.31392872,32.90029252,MEDICAL CENTER OF ALLIANCE,55
-81.91212146,36.72291339,JOHNSTON MEMORIAL HOSPITAL,116
-114.350021,43.64832025,ST. LUKE'S WOOD RIVER MEDICAL CENTER,25
-86.15870702,39.96803205,FRANCISCAN ST FRANCIS HEALTH - CARMEL,6
-86.18398589,39.77788276,ESKENAZI HEALTH,337
-97.8038485,32.43248931,LAKE GRANBURY MEDICAL CENTER,83
-96.53121111,31.53271119,LIMESTONE MEDICAL CENTER,20
-111.8779698,40.72827209,MARIAN CENTER,-999
-109.4824861,37.61306643,BLUE MOUNTAIN HOSPITAL,-999
-98.38424195,34.62759832,LAWTON HOSPITAL,26
-76.30576791,36.84541393,NAVAL MEDICAL CENTER PORTSMOUTH,-999
-102.3442949,33.91170687,LAMB HEALTHCARE CENTER,75
-94.52641439,39.0640641,VA MEDICAL CENTER - KANSAS CITY,157
-95.9743765,41.24253129,VA MEDICAL CENTER - OMAHA,-999
-93.23194052,44.97237352,UNIVERSITY OF MINNESOTA MEDICAL CENTER-FAIRVIEW-EAST BANK-ER,-999
-88.21737981,41.65282059,EDWARD PLAINFIELD,-999
-96.4662255,32.8842895,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,50
-99.11477579,30.01682787,"KERRVILLE VA HOSPITAL, STVHCS",-999
-101.4727695,32.23103861,"GEORGE H. O'BRIEN, JR. VA MEDICAL CENTER",-999
-97.34757981,31.07640423,OLIN E. TEAGUE VETERANS' MEDICAL CENTER,-999
-97.16414014,31.51145557,DORIS MILLER DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,-999
-97.66727696,26.17104215,VA HEALTH CARE CENTER (HCC) AT HARLINGEN,-999
-98.489416,29.42567199,NIX HEALTH CARE SYSTEM,208
-155.6644209,20.0223089,NORTH HAWAII COMMUNITY HOSPITAL,33
-86.81304301,33.25236487,SHELBY BAPTIST MEDICAL CENTER,252
-85.36363112,31.21630365,SOUTHEAST ALABAMA MEDICAL CENTER,420
-85.15640542,31.88864508,MEDICAL CENTER BARBOUR,74
-87.77602463,31.6943023,GROVE HILL MEMORIAL HOSPITAL,50
-87.47879851,31.01702387,ATMORE COMMUNITY HOSPITAL,51
-87.99076878,34.12597718,NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,49
-86.97148153,34.59034409,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,230
-85.96598214,34.00773628,GADSDEN REGIONAL MEDICAL CENTER,346
-95.03558054,40.75782323,MENTAL HEALTH INSTITUTE,35
-95.83879432,41.26878673,CHI HEALTH MERCY HOSPITAL,278
-112.3541696,43.19630209,IDAHO DOCTORS HOSPITAL,8
-111.9879207,43.47436602,MOUNTAIN VIEW HOSPITAL,43
-112.420762,42.87385301,PORTNEUF MEDICAL CENTER,205
-90.75947344,41.2055232,GENESIS MEDICAL CENTER ALEDO,22
-87.67783029,41.65811419,METROSOUTH MEDICAL CENTER,180
-87.68327659,41.90253261,PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER,493
-87.56722618,41.72650439,ADVOCATE TRINITY HOSPITAL,188
-87.89003761,42.05559711,PRESENCE HOLY FAMILY MEDICAL CENTER,118
-88.60704005,42.42623691,MERCY HARVARD HOSPITAL,35
-116.2751392,34.13189955,HI-DESERT MEDICAL CENTER,179
-122.864402,38.62709551,HEALDSBURG DISTRICT HOSPITAL,43
-118.1443669,34.58287763,PALMDALE REGIONAL MEDICAL CENTER,157
-117.8346358,34.09750932,SAN DIMAS COMMUNITY HOSPITAL,101
-118.1059188,34.10086879,SAN GABRIEL VALLEY MEDICAL CENTER,273
-117.168033,33.71950227,MENIFEE VALLEY MEDICAL CENTER,84
-117.4598561,33.9190012,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,77
-119.7892519,36.86088585,FRESNO HEART AND SURGICAL HOSPITAL,57
-119.7605535,36.83997451,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,62
-123.7922546,40.10167816,JEROLD PHELPS COMMUNITY HOSPITAL,17
-118.9623289,37.64395021,MAMMOTH HOSPITAL,17
-117.8264132,33.78861494,CHAPMAN MEDICAL CENTER,114
-117.9359695,33.71493477,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,293
-120.9584999,37.66480107,STANISLAUS SURGICAL HOSPITAL,23
-104.964522,39.746336,KINDRED HOSPITAL-DENVER,68
-104.8711824,39.52908996,SKY RIDGE MEDICAL CENTER,184
-102.6122829,37.40437038,SOUTHEAST COLORADO HOSPITAL,79
-118.9834188,36.03977122,PORTERVILLE DEVELOPMENTAL CENTER,1226
-84.02107387,33.87756855,EASTSIDE MEDICAL CENTER,247
-85.26289578,33.53488751,BOWDON AREA HOSPITAL AND REHAB CENTER,41
-82.06552421,32.40713253,CANDLER COUNTY HOSPITAL,25
-83.37094562,33.3358662,PUTNAM GENERAL HOSPITAL,25
-83.78037885,31.1256301,COLQUITT REGIONAL MEDICAL CENTER,99
-81.89902444,32.16588314,EVANS MEMORIAL HOSPITAL,49
-84.21994567,32.05720403,SUMTER REGIONAL HOSPITAL,143
-83.70816598,34.00432561,BARROW MEDICAL CENTER,56
-84.73501832,31.17548231,MILLER COUNTY HOSPITAL,25
-84.00157524,33.68072383,ROCKDALE HOSPITAL AND HEALTH SYSTEM,146
-84.68374246,32.8896319,WARM SPRINGS MEDICAL CENTER,104
-82.40554579,33.00986749,JEFFERSON HOSPITAL,37
-82.60714696,31.85720986,JEFF DAVIS HOSPITAL,25
-83.9623,34.8861,UNION GENERAL HOSPITAL,45
-81.93453709,32.80423951,OPTIM MEDICAL CENTER JENKINS,25
-86.16310064,39.78980112,INDIANA UNIVERSITY HEALTH,1244
-90.18663376,29.99675625,TULANE - LAKESIDE HOSPITAL,-999
-90.07713092,29.93751723,ST. CHARLES SURGICAL HOSPITAL,-999
-90.07690391,29.95480011,TULANE MEDICAL CENTER,327
-91.52382805,29.80074801,FRANKLIN FOUNDATION HOSPITAL,22
-90.74837078,29.5995623,PHYSICIANS MEDICAL CENTER,10
-92.29706768,30.00808717,ABROM KAPLAN MEMORIAL HOSPITAL,35
-90.70398448,30.05187089,ST. JAMES PARISH HOSPITAL,20
-92.46791798,31.31394236,CENTRAL LOUISIANA SURGICAL HOSPITAL,-999
-91.1585267,30.83549912,VILLA FELICIANA MEDICAL COMPLEX,10
-91.17235444,32.81056968,EAST CARROLL PARISH HOSPITAL,11
-92.27558967,31.86065862,HARDTNER MEDICAL CENTER,35
-92.06294601,31.1435452,AVOYELLES HOSPITAL,35
-90.51306631,30.73254578,HOOD MEMORIAL HOSPITAL,17
-90.99965218,30.44255395,OCHSNER MEDICAL CENTER-BATON ROUGE,110
-93.24706275,30.14061776,LAKE CHARLES MEMORIAL HOSPITAL FOR WOMEN,38
-93.70814706,32.03540413,DESOTO REGIONAL HEALTH SYSTEM,-999
-90.11002717,42.68364369,MEMORIAL HSPTL LAFAYETTE CTY,25
-91.11004987,45.45466867,RUSK COUNTY MEM HSPTL,25
-120.0096126,47.84497018,LAKE CHELAN COMMUNITY HOSPITAL,25
-79.44095496,37.77851707,CARILION STONEWALL JACKSON HOSPITAL,25
-82.98721979,34.69553069,GHS OCONEE MEMORIAL HOSPITAL,169
-118.7314009,48.65304137,FERRY COUNTY MEMORIAL HOSPITAL,25
-122.6698887,45.64612622,SOUTHWEST WASHINGTON MEDICAL CENTER - MEMORIAL CAMPUS,-999
-83.72992008,40.10852196,MERCY MEMORIAL HOSPITAL,8
-122.578496,47.13330056,VA PUGET SOUND HEALTH CARE SYSTEM - AMERICAN LAKE DIVISION,203
-76.39033356,37.05729223,SENTARA CAREPLEX HOSPITAL,200
-79.83203061,37.9929072,BATH COUNTY COMMUNITY HOSPITAL,25
-78.98683733,38.09452441,AUGUSTA MEDICAL CENTER,255
-80.66002841,40.99488498,ST ELIZABETH BOARDMAN HEALTH CENTER,246
-117.406725,47.70975442,PROVIDENCE HOLY FAMILY HOSPITAL,272
-117.477696,47.70247292,SPOKANE VA MEDICAL CENTER,132
-83.11588066,41.37974056,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",-999
-82.41305158,36.13362072,UNICOI COUNTY MEMORIAL HOSPITAL,83
-122.9517868,47.04273092,CAPITAL MEDICAL CENTER,110
-117.9702538,46.31210478,DAYTON GENERAL HOSPITAL,25
-119.0075929,47.94244952,COULEE MEDICAL CENTER,25
-119.0953862,46.2350256,LOURDES MEDICAL CENTER,106
-122.6812128,48.33645899,NAVAL HOSPITAL OAK HARBOR,25
-122.6843268,48.21389329,WHIDBEY GENERAL HOSPITAL,51
