name,latitude,longitude,authority,source,source
Bend,44.062326,-121.313331,PacifiCorp - West,Deschutes River,Deschutes River
Mill C,44.696700,-73.612200,New York Independent System Operator,Saranac River,Saranac River
Maalaea,20.801170,-156.492981,,NA,NA
Oak Grove,45.122009,-122.069870,Portland General Electric Company,Oak Grove Fork Of Clackamas Ri,Oak Grove Fork Of Clackamas Ri
Moyie Springs,48.733900,-116.175200,Bonneville Power Administration,Moyie River,Moyie River
Drop 2 (WA),46.449200,-120.534200,Bonneville Power Administration,Irrigation Canal,Irrigation Canal
Drop 3 (WA),46.423133,-120.559997,Bonneville Power Administration,Irrigation Canal,Irrigation Canal
Battle Mountain,40.625300,-116.913100,Nevada Power Company,,
Brunswick,39.152200,-119.747800,Nevada Power Company,,
Fallon,39.472222,-118.791111,,,
Farad,39.394267,-120.021732,Nevada Power Company,Truckee River,Truckee River
Fleish,39.285100,-119.593300,Nevada Power Company,Truckee River,Truckee River
Gabbs,38.771400,-117.686900,Nevada Power Company,,
Valencia,31.363472,-110.931343,Tucson Electric Power Company,Wells,Wells
Rocky Ford,38.049200,-103.713600,Public Service Company of Colorado,Wells,Wells
Keowee,34.798100,-82.887200,Duke Energy Carolinas,Keowee River,Keowee River
Kings Beach,39.245833,-120.027222,Nevada Power Company,,
Vergennes 9,44.166400,-73.257500,ISO New England Inc.,Otter Creek,Otter Creek
Waterbury 22,44.381260,-72.767690,ISO New England Inc.,Waterbury Reservoir,Waterbury Reservoir
Lahontan,39.462500,-119.066700,Nevada Power Company,Lahontan Reservoir,Lahontan Reservoir
Yards Creek,41.000600,-75.031400,"PJM Interconnection, LLC",Creek Reservoirs,Creek Reservoirs
Portola,39.816944,-120.463333,Nevada Power Company,,
Rainbow Falls Auscble,44.523600,-73.461700,New York Independent System Operator,Ausable River,Ausable River
E J West,43.318906,-73.920785,New York Independent System Operator,Sacandaga River,Sacandaga River
Searsburg,42.870840,-72.927320,ISO New England Inc.,Deerfield River,Deerfield River
Valley Road,39.547200,-119.795000,Nevada Power Company,,
Verdi,39.312500,-119.585000,Nevada Power Company,Truckee River,Truckee River
Washoe,39.302200,-119.560400,Nevada Power Company,Truckee River,Truckee River
Winnemucca,40.958100,-117.737500,Nevada Power Company,,
Little Cottonwood,40.584985,-111.800605,PacifiCorp - East,Little Cottonwood Creek,Little Cottonwood Creek
Dam No. 4 Hydro Station,39.493056,-77.826944,"PJM Interconnection, LLC",Potomac River,Potomac River
Dam No. 5 Hydro Station,39.605000,-77.923055,"PJM Interconnection, LLC",Potomac River,Potomac River
Millville Hydro Station,39.273056,-77.784444,"PJM Interconnection, LLC",Shenandoah River,Shenandoah River
Foster,44.414600,-122.671200,Bonneville Power Administration,South Santiam River,South Santiam River
Little Mountain,41.250607,-112.249441,PacifiCorp - East,Wells On Property,Wells On Property
Waverly Municipal Electric North Plant,42.731700,-92.471100,"Midcontinent Independent Transmission System Operator, Inc..",Wells,Wells
McGrath,62.956990,-155.594997,,Glycol Closed System,Glycol Closed System
D G Hunter,31.320700,-92.461300,"Midcontinent Independent Transmission System Operator, Inc..",Wells,Wells
George M Sullivan Generation Plant 2,61.229713,-149.716744,,Municipality,Municipality
London,38.194400,-81.370600,"PJM Interconnection, LLC",Kanawha River,Kanawha River
Marmet,38.252600,-81.569500,"PJM Interconnection, LLC",Kanawha River,Kanawha River
Winfield,38.527400,-81.913920,"PJM Interconnection, LLC",Kanawha River,Kanawha River
Unionville,40.459344,-93.021833,"Associated Electric Cooperative, Inc.",,
Berlin,38.327778,-75.217222,"PJM Interconnection, LLC",Municipality,Municipality
Bethel,60.789700,-161.787778,,Cooling,Cooling
Block Island,41.175556,-71.571100,No BA,,
Johnson,37.566881,-101.751065,Southwest Power Pool,Wells,Wells
Beaver Falls,55.379750,-131.470269,,Lower Silvis Lake,Lower Silvis Lake
Silvis,55.381402,-131.517758,,Upper Silvis Lake,Upper Silvis Lake
Cudjoe,24.579167,-81.685000,,,
Stock Island,24.563333,-81.734200,Florida Power & Light Company,,
Commercial Street,42.495833,-70.854722,ISO New England Inc.,Municipality,Municipality
Wilkins Station,42.513100,-70.858300,ISO New England Inc.,Municipality,Municipality
Toledo Bend,31.173484,-93.565877,"Midcontinent Independent Transmission System Operator, Inc..",Toledo Bend Reservoir,Toledo Bend Reservoir
Union Valley,38.864290,-120.444335,Balancing Authority of Northern California,Silver Creek,Silver Creek
Highgate Falls,44.933611,-73.051111,ISO New England Inc.,Missisquoi River,Missisquoi River
Burlington (CO),39.356100,-102.243100,Western Area Power Administration - Rocky Mountain Region,Wells,Wells
Fort Peck,48.012200,-106.412300,Western Area Power Administration UGP West,Missouri River,Missouri River
Gavins Point,42.848829,-97.481479,Southwest Power Pool,Missouri River,Missouri River
A L Pierce,41.448230,-72.834884,ISO New England Inc.,Municipality,Municipality
Lake Lynn Hydro Station,39.720278,-79.856111,"PJM Interconnection, LLC",Gressy Run,Gressy Run
Yakutat,59.544553,-139.724306,,Municipality,Municipality
R D Green,37.646100,-87.500000,"Midcontinent Independent Transmission System Operator, Inc..",Green River,Green River
Independence Steam Electric Station,35.678442,-91.408761,"Midcontinent Independent Transmission System Operator, Inc..",White River,White River
Greg Avenue,34.207950,-118.351600,Los Angeles Department of Water and Power,River,River
Lake Mathews,33.855300,-117.453700,California Independent System Operator,River,River
Foothill Feeder,34.514800,-118.609200,California Independent System Operator,River,River
San Dimas,34.127500,-117.795800,California Independent System Operator,River,River
Yorba Linda,33.911700,-117.819200,California Independent System Operator,River,River
Sandow No 4,30.565871,-97.064032,"Electric Reliability Council of Texas, Inc.",Lake Alcoa,Lake Alcoa
Mexico,39.148100,-91.830600,"Midcontinent Independent Transmission System Operator, Inc..",,
Moberly,39.424400,-92.483700,"Midcontinent Independent Transmission System Operator, Inc..",,
Moreau,38.555713,-92.102316,"Midcontinent Independent Transmission System Operator, Inc..",,
Louisa,41.318100,-91.093100,"Midcontinent Independent Transmission System Operator, Inc..",Wells,Wells
Pelican,57.957197,-136.220095,,Pelican Creek,Pelican Creek
Pebbly Beach,33.333056,-118.310278,California Independent System Operator,,
Warrick,37.915000,-87.332800,"Midcontinent Independent Transmission System Operator, Inc..",Ohio River,Ohio River
Thibodaux,29.799167,-90.809722,"Midcontinent Independent Transmission System Operator, Inc..",Cooling Tower,Cooling Tower
Naval Training Center,32.735556,-117.208333,,Municipality,Municipality
Rock Lake CT,45.805443,-92.971760,"Midcontinent Independent Transmission System Operator, Inc..",,
Rawhide,40.860905,-105.021207,Public Service Company of Colorado,Municipality,Municipality
Sikeston Power Station,36.879100,-89.620900,Southwestern Power Administration,Wells,Wells
Hugo,34.015800,-95.320600,Southwest Power Pool,Kiamichi River,Kiamichi River
West Station (NJ),39.491200,-75.048600,"PJM Interconnection, LLC",,
St Stephen,33.426100,-79.930000,South Carolina Public Service Authority,Lake Moultrie,Lake Moultrie
Augusta Electric Plant No 2,37.686085,-96.964982,Southwest Power Pool,Municipality,Municipality
Jarvis Street,57.049700,-135.312800,,Municipality,Municipality
D B Wilson,37.449700,-87.080600,"Midcontinent Independent Transmission System Operator, Inc..",Green River,Green River
St Bonifacius,44.905026,-93.820761,"Midcontinent Independent Transmission System Operator, Inc..",,
Hugoton 2,37.164240,-101.340133,Southwest Power Pool,Municipality,Municipality
Lower No 1,43.468679,-112.062499,PacifiCorp - East,Snake River,Snake River
East 12th Street,37.236700,-96.962500,Southwest Power Pool,Municipality,Municipality
Unit 4,39.544108,-111.418727,PacifiCorp - East,Pleasant Creek,Pleasant Creek
Chanute 3,37.637600,-95.470400,Southwest Power Pool,Municipality,Municipality
Whitehead,40.181700,-111.620300,PacifiCorp - East,Springs,Springs
Major Oak Power,31.091925,-96.695030,"Electric Reliability Council of Texas, Inc.",Wells,Wells
Gravel Neck,37.157500,-76.691100,"PJM Interconnection, LLC",,
Hydro II,41.743728,-111.783169,PacifiCorp - East,Logan River,Logan River
Lake (WY),44.415000,-110.573900,NorthWestern Energy (NWMT),,
Ellis Hydro,35.351361,-94.294349,Southwest Power Pool,Arkansas River,Arkansas River
Humpback Creek,60.612822,-145.679411,,Humpback Creek,Humpback Creek
Bates Mill Upper,44.095876,-70.219009,ISO New England Inc.,Androscoggin River,Androscoggin River
Hill Mill,44.092904,-70.216965,ISO New England Inc.,Androscoggin River,Androscoggin River
Wrightsville Hydro Plant,44.309693,-72.575305,ISO New England Inc.,Wrightsville Dam Reservoir,Wrightsville Dam Reservoir
Bolton Falls,44.359381,-72.816730,ISO New England Inc.,Winooski River,Winooski River
Solon Diesel,46.358956,-91.823631,"Midcontinent Independent Transmission System Operator, Inc..",Wells,Wells
Sibley No Two,43.396851,-95.749660,"Midcontinent Independent Transmission System Operator, Inc..",Municipality,Municipality
McIntosh (AL),31.254600,-88.029900,PowerSouth Energy Cooperative,BASF,BASF
Stampede,39.470447,-120.104550,Western Area Power Administration - Desert Southwest Region,Little Truckee River,Little Truckee River
Mojave Siphon,34.307444,-117.323548,California Independent System Operator,California Aqueduct,California Aqueduct
Upper Salmon B,42.766397,-114.908236,Idaho Power Company,Snake River,Snake River
St George Red Rock,37.113736,-113.568944,PacifiCorp - East,Municipality Cooling Tower,Municipality Cooling Tower
Harry Allen,36.430554,-114.902405,Nevada Power Company,Wells,Wells
J K Spruce,29.309722,-98.320300,"Electric Reliability Council of Texas, Inc.",San Antonio River,San Antonio River
NA 1 (SC), , ,,,
Heber City,40.503680,-111.425246,PacifiCorp - East,Municipality,Municipality
Centennial,55.121433,-131.560267,,,
PEC Headworks,47.159553,-119.896306,"Public Utility District No. 2 of Grant County, Washington",Potholes Reservoir,Potholes Reservoir
Hoist,46.562800,-87.568600,"Midcontinent Independent Transmission System Operator, Inc..",Dead River,Dead River
McClure Dam,46.571700,-87.476400,"Midcontinent Independent Transmission System Operator, Inc..",Dead River,Dead River
Cataract (MI),46.315600,-87.512800,"Midcontinent Independent Transmission System Operator, Inc..",Escanaba River,Escanaba River
Gladstone,45.847500,-87.003600,"Midcontinent Independent Transmission System Operator, Inc..",,
Bad Creek,35.007500,-82.997500,Duke Energy Carolinas,Lake Jocassee - Bad Creek,Lake Jocassee - Bad Creek
Wynoochee,47.385072,-123.605225,"City of Tacoma, Department of Public Utilities, Light Division",Wynoochee River,Wynoochee River
William F Matson Generating Station,40.432915,-78.002887,"PJM Interconnection, LLC",Raystown Branch Juniata River,Raystown Branch Juniata River
Thermalito Diverson Dam,39.528749,-121.546359,California Independent System Operator,Penstocks Feather River,Penstocks Feather River
Puna,19.631600,-155.031300,,Puna Well,Puna Well
Brandon Station,33.585257,-101.886093,Southwest Power Pool,Municipality,Municipality
Pine View Dam,41.254331,-111.848525,PacifiCorp - East,Ogden River,Ogden River
Whillock,35.127591,-92.790273,"Midcontinent Independent Transmission System Operator, Inc..",Arkansas River,Arkansas River
Grinnell,41.752900,-92.748889,"Midcontinent Independent Transmission System Operator, Inc..",,
Forked River,39.815400,-74.209800,"PJM Interconnection, LLC",,
Pleasant Hill,41.557200,-93.524200,"Midcontinent Independent Transmission System Operator, Inc..",,
Wading River,40.956932,-72.877411,New York Independent System Operator,,
Mill Creek 3,34.088019,-117.039539,California Independent System Operator,Mill Creek,Mill Creek
San Gorgonio 1,34.030376,-116.857142,California Independent System Operator,White Water River,White Water River
Stony Gorge,39.586864,-122.533248,California Independent System Operator,Stony Gorge Reservoir,Stony Gorge Reservoir
Hay Road,39.743600,-75.507200,"PJM Interconnection, LLC",Delaware River,Delaware River
Lime Creek,43.248100,-93.205000,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Woodsdale,39.449200,-84.461100,"PJM Interconnection, LLC",,
Concord,43.166900,-88.690000,"Midcontinent Independent Transmission System Operator, Inc..",,
Waddell,33.844700,-112.271400,Western Area Power Administration - Desert Southwest Region,Agua Fria River,Agua Fria River
Murray,34.795600,-92.356900,"Midcontinent Independent Transmission System Operator, Inc..",Arkansas River,Arkansas River
Chester Lake,55.116879,-131.545879,,Chester Lake,Chester Lake
Northway,62.961700,-141.937200,,Well,Well
Barrow,71.292000,-156.778600,,NA,NA
Gwitchyaa Zhee,66.566287,-145.253052,,Yukon River,Yukon River
Headgate Rock,34.168264,-114.277356,Western Area Power Administration - Desert Southwest Region,Colorado River,Colorado River
Aniak,61.580678,-159.535643,,Private Well,Private Well
Newhalen,59.899054,-154.698735,,Tazimina River,Tazimina River
Conoco,36.674444,-97.060277,Southwest Power Pool,,
Whiskeytown,40.597617,-122.538683,Balancing Authority of Northern California,Whiskeytown Lake,Whiskeytown Lake
Milner Hydro,42.526786,-114.036889,Idaho Power Company,Snake River,Snake River
Tallassee Hydro Project,33.989153,-83.498448,"Southern Company Services, Inc. - Trans",Middle Oconee River,Middle Oconee River
Robert D Willis,30.797500,-94.175600,"Midcontinent Independent Transmission System Operator, Inc..",Angelina River,Angelina River
South Fond Du Lac,43.735300,-88.496667,"Midcontinent Independent Transmission System Operator, Inc..",,
Cope,33.364400,-81.030000,South Carolina Electric & Gas Company,Wells,Wells
Darbytown,37.498223,-77.368544,"PJM Interconnection, LLC",,
Clover,36.869000,-78.704000,"PJM Interconnection, LLC",Roanoke River,Roanoke River
NA 1 (IN), , ,,,
Black Butte,39.814905,-122.332335,California Independent System Operator,Black Butte Lake,Black Butte Lake
Gianera,37.401000,-121.968670,California Independent System Operator,Municipality Water,Municipality Water
Santa Clara Cogen,37.364297,-121.944238,California Independent System Operator,Municipality Water,Municipality Water
Tesla,38.973655,-104.901141,Western Area Power Administration - Rocky Mountain Region,Municipality,Municipality
Angus Anson,43.603470,-96.635600,"Midcontinent Independent Transmission System Operator, Inc..",,
Cane Island,28.276400,-81.533000,Florida Municipal Power Pool,Municipality,Municipality
Polk,27.728600,-81.989700,Tampa Electric Company,Lake,Lake
Dam 2,33.986501,-91.315788,"Midcontinent Independent Transmission System Operator, Inc..",Arkansas River,Arkansas River
Watertown Power Plant,44.901667,-97.108333,Southwest Power Pool,,
Auke Bay,58.387500,-134.644600,,,
NA 5, , ,,,
Skookumchuck,46.784400,-122.719700,Bonneville Power Administration,Skookumchuck River,Skookumchuck River
Miki Basin,20.790000,-156.934200,,NA,NA
Woodland,37.652602,-121.020397,Balancing Authority of Northern California,Municipality,Municipality
491 E 48th Street,42.755300,-86.085300,"Midcontinent Independent Transmission System Operator, Inc..",,
Paris (WI),42.665800,-88.013100,"Midcontinent Independent Transmission System Operator, Inc..",,
Lincoln Combustion,35.431700,-81.034700,Duke Energy Carolinas,Killian Creek,Killian Creek
O'Shaughnessy Hydro,40.153328,-83.126719,"PJM Interconnection, LLC",O'Shaughnessy Reservoir,O'Shaughnessy Reservoir
Gardner Energy Center,38.830833,-94.890278,Southwest Power Pool,,
Paragould Turbine,36.024272,-90.509229,Southwestern Power Administration,,
Richard Gorsuch,39.366400,-81.521100,"PJM Interconnection, LLC",Ohio River,Ohio River
Sherman Avenue,39.451000,-75.057800,"PJM Interconnection, LLC",,
