name,population,latitude,longitude
College Station Medical Center,167,30.58132381,-96.28999015
Conroe Regional Medical Center,322,30.28472392,-95.46800492
Christus Spohn Hospital Corpus Christi,341,27.7798902,-97.4163649
The Corpus Christi Medical Center - Bay Area,152,27.6932807,-97.34541356
North Cypress Medical Center,139,29.92567485,-95.63176223
University Of Texas Southwestern Medical Center,148,32.81198031,-96.83973141
University General Hospital Dallas,111,32.71511831,-96.8597695
New Horizons Of Treasure Coast - Mental Health Center,-999,27.37594967,-80.37141531
Riverside Behavioral Center,-999,26.93944443,-82.04052614
Sandy Pines Psychiatric Hospital,-999,26.97706838,-80.10169924
Texas Health Presbyterian Hospital Denton,255,33.21761538,-97.16658896
Memorial Hospital,25,35.86449556,-101.9705582
Fort Duncan Regional Medical Center,101,28.71299249,-100.4557006
Lakeview Center - Psychiatric Hospital,-999,30.4323569,-87.23315589
Lawnwood Pavilion - Psychiatric Hospital,24,27.43380066,-80.34563788
Doctor'S Hospital At Renaissance,253,26.25271244,-98.20495353
University Medical Center Of El Paso,394,31.77161109,-106.4353552
The Hospitals Of Providence Memorial Campus,508,31.77100376,-106.4998734
The Hospitals Of Providence Sierra Campus,351,31.77749243,-106.4808675
Ennis Regional Medical Center,60,32.30672455,-96.64149104
Texas Health Harris Methodist Hospital Fort Worth,726,32.73675567,-97.33899698
John Peter Smith Hospital,567,32.72708003,-97.32710128
Baylor Scott & White All Saints Medical Center Fort Worth,572,32.66506801,-97.41721975
Texas Health Huguley Hospital,356,32.58662808,-97.31695511
Baylor Scott & White Medical Center - Garland,113,32.9190262,-96.66190093
Baylor Scott & White Medical Center At Grapevine,314,32.93443023,-97.0943835
Harlingen Medical Center,112,26.15745031,-97.67530286
Valley Baptist Medical Center  - Harlingen,586,26.17496484,-97.66995665
Hill Regional Hospital,116,32.01263139,-97.09925968
Texas Children'S Hospital,621,29.70777848,-95.40165263
Harris Health System Ben Taub General Hospital,458,29.71098236,-95.3945517
The Woman'S Hospital Of Texas,397,29.69295022,-95.40240423
Foundation Surgical Hospital Of Houston,69,29.69239576,-95.40075736
United Memorial Medical Center,106,29.84781277,-95.40845777
Huntsville Memorial Hospital,123,30.69854999,-95.55898696
Iraan General Hospital,14,30.91483088,-101.9074443
Baylor Scott & White Medical Center - Irving,296,32.83458939,-96.9602494
Christus Spohn Hospital Kleberg,100,27.49007281,-97.85065378
St. Mark'S Medical Center,65,29.9357528,-96.87624706
Laredo Medical Center,326,27.53285976,-99.47829169
Medical Center Of Lewisville,202,33.04524604,-97.0047628
Longview Regional Medical Center,230,32.53288504,-94.7305141
Covenant Medical Center,525,33.57693913,-101.891995
University Medical Center,412,33.58796714,-101.8912985
Woodland Heights Medical Center,149,31.32839947,-94.75405884
Genesis Medical Center-Dewitt,90,41.82645333,-90.54748229
Story County Hospital,17,42.00506234,-93.43691302
Sanford Rock Rapids Medical Center,25,43.42383001,-96.17198959
Methodist Mansfield Medical Center,254,32.56798994,-97.09444484
Falls Community Hospital And Clinic,36,31.30720245,-96.8940032
Good Shepherd Medical Center - Marshall,149,32.5368065,-94.36946192
Rio Grande Regional Hospital,320,26.18636249,-98.22077377
Dallas Regional Medical Center,202,32.77879048,-96.60051029
Midland Memorial Hospital,468,31.99592009,-102.0995033
Palo Pinto General Hospital,74,32.79892076,-98.14509078
East Texas Medical Center Mount Vernon,49,33.17671639,-95.23494579
Nacogdoches Memorial Hospital,216,31.61264109,-94.64887739
Nocona General Hospital,38,33.77727442,-97.73270103
Naperville Psychiatric Ventures - Dba Linden Oaks Hospital,-999,41.76063032,-88.14992314
Medical Center Hospital,402,31.84490417,-102.3736138
Odessa Regional Medical Center,230,31.85172847,-102.364203
Baptist Orange Hospital,94,30.09981953,-93.76655679
Evanston Hospital,690,42.0655335,-87.68471277
Medical Center Of Plano,493,33.020893,-96.7660152
Ochiltree General Hospital,25,36.36988585,-100.798789
Presence Resurrection Medical Center,-999,41.9875392,-87.81356554
The Medical Center Of Southeast Texas,224,29.93550203,-93.98953453
St. Joseph'S Hospital,-999,38.75458375,-89.66759838
Springfield Hospital Inc - Dba Lincoln Prairie Behavioral Health Center,88,39.72556196,-89.64077395
Seton Medical Center Williamson,149,30.56676232,-97.65138735
Shannon West Texas Memorial Hospital,295,31.46524784,-100.4348932
San Angelo Community Medical Center,131,31.41827654,-100.469814
University Hospital,1034,29.50700957,-98.57833704
Methodist Hospital,933,29.5082133,-98.57247759
Chi St Lukes Health Memorial San Augustine,18,31.53261587,-94.10300693
Central Texas Medical Center,178,29.85248199,-97.94590394
Guadalupe Regional Medical Center,125,29.56784512,-97.94723703
Seymour Hospital,49,33.59017066,-99.24869746
Seton Smithville Regional Hospital,8,30.00390076,-97.13604043
Holy Cross Germantown Hospital,93,39.18068016,-77.24225721
Adventist Healthcare Washington Adventist Hospital,204,38.98562631,-77.00182257
Texas Health Harris Methodist Hospital Stephenville,98,32.22296388,-98.20439992
Baylor Scott & White Medical Center - Sunnyvale,70,32.77911727,-96.56881181
Scott & White Medical Center Temple,574,31.07744745,-97.36344799
St. Lukes Sugar Land Hospital,100,29.60445437,-95.62032464
Mary Hitchcock Memorial Hospital,396,43.67619155,-72.27333464
Christus St. Michael Health System,312,33.46417889,-94.0754934
Christus Mother Frances Hospital - Tyler,474,32.34276945,-95.29164026
East Texas Medical Center,427,32.33847952,-95.2907682
Citizens Medical Center,344,28.81287726,-96.97773874
Detar Hospital Navarro,189,28.80806986,-96.99834405
Weatherford Regional Medical Center,99,32.74811822,-97.78581052
Knapp Medical Center,226,26.1532284,-97.97761937
Lake Whitney Medical Center,49,31.95080671,-97.31981573
Kell West Regional Hospital,41,33.87282117,-98.58030421
Medical City Dallas Hospital,797,32.91193288,-96.77407387
Methodist Charlton Medical Center,317,32.64576186,-96.87684862
Baylor Scott & White Medical Center - White Rock,218,32.83478291,-96.70493202
Methodist Dallas Medical Center,585,32.76037381,-96.82602355
Christus Spohn Hospital Alice,159,27.76401647,-98.04172626
Pam Specialty Hospital Of Corpus Christi South,74,27.67977415,-97.37023765
Texienne Hospital Systems,4,30.02458106,-95.44853039
North Central Baptist Hospital,429,29.6203791,-98.49142829
Northeast Baptist Hospital,371,29.519597,-98.42905798
Christus Southeast Texas - St Mary,227,29.90942468,-93.92443983
Catskill Regional Medical Center,154,41.70906079,-74.7375244
Fayette County Memorial Hospital,25,39.54785694,-83.42709496
Ohio Hospital For Psychiatry,90,39.94067864,-83.02029176
Coleman County Medical Center,25,31.82854343,-99.42562308
Del Sol Medical Center A Campus Of Lpds Healthcare,347,31.75649195,-106.3499519
Cuero Community Hospital,49,29.11261503,-97.28334117
Houston Methodist San Jacinto Hospital Alexander Campus,182,29.74762022,-94.94547682
Providence Hospital Of North Houston Llc,16,30.0142879,-95.44068702
Covenant Medical Center - Lakeside,196,33.57339136,-101.9019483
Centra Lynchburg General Hospital,385,37.41701527,-79.17157799
Chi Health St Mary'S,18,40.6799737,-95.86239282
Faith Regional Health Services,111,42.03389283,-97.45268418
Great Plains Regional Medical Center,116,41.12173395,-100.7699743
Vibra Hospital Of Boise,60,43.58594689,-116.3586157
Nell J. Redfield Memorial Hospital,11,42.18941981,-112.2503325
Logansport State Hospital,-999,40.74169664,-86.40061387
Community Hospital Onaga Ltcu,-999,39.18859027,-96.06110542
Grisell Memorial Hospital Ltcu,-999,38.63600977,-99.93124705
Kiowa District Hospital,10,37.00769961,-98.48857262
University Of Texas Medical Branch Hospital,370,29.31120096,-94.77715943
Memorial Hermann Southwest Hospital,547,29.69271807,-95.52115311
Ms Band Of Choctaw Hospital,-999,32.7823732,-89.23075186
Chickasaw Nation Medical Center,-999,34.73116768,-96.64541977
Bartlett Regional Hospital,-999,58.32907951,-134.4651526
Standing Rock Indian Health Services Hospital,-999,46.09516158,-100.6281258
Claremore Hospital,-999,36.31610206,-95.6292859
Pine Ridge Hospital,45,43.02367851,-102.5412902
Rosebud Hospital,35,43.25674297,-100.8506097
Winnebago Hospital,-999,42.2325136,-96.47063294
Blackfeet Community Hospital,-999,48.5656912,-113.0197302
Irwin Army Community Hospital,-999,39.07919232,-96.77244571
Naval Hospital Beaufort,-999,32.3894647,-80.68227993
Bassett Army Community Hospital,-999,64.82970024,-147.6622292
Reynolds Army Community Hospital,-999,34.6523867,-98.41460698
Fort Belvoir Community Hospital,-999,38.70560252,-77.14368028
Moncrief Army Community Hospital,-999,34.01192613,-80.93778994
James A. Haley Veterans' Hospital Primary Care Annex,-999,28.07039609,-82.35733765
Va Medical Center - Fort Wayne Campus,-999,41.09078646,-85.10951788
Robert J. Dole Va Medical Center,-999,37.6812338,-97.27464126
Colmery-O'Neil Va Medical Center,-999,39.02623218,-95.72279545
Captain James A. Lovell Federal Health Care Center,-999,42.30704823,-87.86051071
Richard L. Roudebush Va Medical Center,-999,39.77846306,-86.18716442
Dwight D. Eisenhower Va Medical Center,-999,39.27939624,-94.89383569
Va Medical Center - Brockton Division,-999,42.06302243,-71.05393559
Va Central Western Massachusetts Healthcare System,-999,42.34953083,-72.68244039
Va Medical Center - Manchester,-999,43.01235803,-71.44086704
Chi St Joseph Health Madison Hospital,25,30.942082,-95.91110591
Va Medical Center - H.J. Heinz Campus,-999,40.49517153,-79.88734956
Va Medical Center - Nashville Campus,493,36.14175705,-86.80423925
George E. Wahlen Department Of Veterans Affairs Medical Center,-999,40.75739725,-111.840554
Va Medical Center - Cheyenne,-999,41.14828213,-104.7855322
Hunter Holmes Mcguire Va Medical Center,-999,37.49807429,-77.46768488
Va Medical Center - Vancouver Campus,-999,45.63663819,-122.6572493
Va Medical Center - Sheridan,-999,44.82737773,-106.9857364
Shawnee Mission Prairie Star,-999,38.95564679,-94.85686876
Scott County Hospital,25,38.46664119,-100.9036514
Overlook Medical Center,-999,40.67481574,-74.26565452
Saint Alphonsus Eagle Health Plz-Er,-999,43.6889546,-116.3506934
Olympic Medical Center,126,48.08955335,-123.1111959
East Texas Medical Center - Quitman,25,32.79706946,-95.44291819
Hardeman County Memorial Hospital,24,34.29619436,-99.74154846
Round Rock Medical Center,173,30.51110777,-97.7136084
Memorial Hospital,25,32.72162797,-102.6548789
Shamrock General Hospital,25,35.1989674,-100.2481194
Baylor Scott & White Surgical Hospital At Sherman,14,33.67663535,-96.60185221
Baylor Scott & White Hospital - Taylor,25,30.59094376,-97.41538166
Christus Mother Frances Hospital - Sulphur Springs,96,33.15762802,-95.60014471
University Of Texas Health Center - Tyler,123,32.42595009,-95.21342841
Hillcrest Baptist Medical Center,576,31.55876112,-97.17473376
United Regional Health Care System,325,33.90243058,-98.50198079
Spring Excellence Surgical Hospital Llc,12,30.07097555,-95.51194911
Hermann Drive Surgical Hospital Lp,25,29.71857596,-95.38301935
Carl R. Darnall Army Medical Center,-999,31.13090553,-97.7742904
Brooke Army Medical Center,-999,29.46009598,-98.41559126
Thomas E. Creek Va Medical Center,-999,35.20367399,-101.906694
Austin Va Outpatient Clinic,-999,30.20581604,-97.69028874
The Corpus Christi Medical Center - Doctors Regional,250,27.75277054,-97.38919228
Metroplex Hospital,172,31.11344991,-97.80167081
Christus Spohn Hospital Beeville,69,28.40742754,-97.73154412
Michael E. Debakey Va Medical Center,-999,29.69976575,-95.38877345
"Audie L. Murphy Va Hospital, Stvhcs",-999,29.50666476,-98.57984558
Christus Santa Rosa Hospital - Westover Hills,150,29.46673399,-98.69591046
Baptist Medical Center,623,29.43358894,-98.49264078
Kaiser Foundation Hospital,235,21.36324847,-157.8999275
Kona Community Hospital,94,19.52003097,-155.91741
Kuakini Medical Center,94,21.32203997,-157.8569441
Maui Memorial Medical Center,213,20.88451359,-156.489331
Molokai General Hospital,15,21.09410802,-157.0172527
Pali Momi Medical Center,126,21.38347864,-157.9386956
Cullman Regional Medical Center,145,34.2013272,-86.80572957
Eliza Coffee Memorial Hospital,358,34.79385803,-87.68285017
"Medical West, An Affiliate Of Uab Health System",310,33.37340448,-86.99328975
Marshall Medical Center North,90,34.36491335,-86.42135153
Cavhcs West Campus,-999,32.37699114,-86.24368522
Decatur Morgan Hospital - Parkway Campus,108,34.57689679,-87.01580866
Flowers Hospital,235,31.23742999,-85.45704246
Dekalb Regional Medical Center,134,34.44127984,-85.75621837
Russell Hospital,81,32.93021327,-85.96956615
Grandview Medical Center,372,33.43293355,-86.71744146
Wahiawa General Hospital,160,21.49890111,-158.0259137
Wilcox Memorial Hospital,64,21.98614785,-159.3649245
Hilo Medical Center,276,19.7181397,-155.1128419
Cherokee Mental Health Institute,58,42.75716285,-95.57261431
Chi Health Lakeside,157,41.23775265,-96.180395
Sanford Sheldon Medical Center,25,43.18711862,-95.84643707
Mercy Medical Center-Clinton,175,41.86150182,-90.18901553
Central Community Hospital,25,42.85667009,-91.40757287
Marengo Memorial Hospital,25,41.80212617,-92.07351711
North Iowa Medical Center West Campus,240,43.15556032,-93.26437654
Mental Health Institute,78,40.95554287,-91.53594938
Va Central Iowa Healthcare System,-999,41.62775145,-93.66067216
Bear Lake Memorial Hospital,21,42.31616307,-111.3002739
Northwest Specialty Hospital,34,47.71545568,-116.9243885
Treasure Valley Hospital,10,43.61261927,-116.290926
Anna Hospital Corporation - Dba Union County Hospital,47,37.46502663,-89.2455412
Macneal  Hospital,371,41.83198332,-87.7921567
Community First Medical Center,279,41.94544551,-87.76783591
Vibra Hospital Of San Diego,110,32.74962807,-117.1597694
Alhambra Hospital,144,34.09021587,-118.1440348
San Ramon Regional Medical Center,123,37.77587949,-121.9581807
Lompoc Valley Medical Center Comprehensive Care Center D/P S,110,34.64133085,-120.4447771
Champion Medical Center - Baton Rouge,-999,30.51813168,-91.15682523
Sterling Surgical Hospital,-999,30.29175716,-89.7709814
Ochsner Medical Center- Kenner Llc,-999,30.02452407,-90.2708084
Naval Medical Center San Diego,-999,32.72752023,-117.1459373
Naval Hospital Lemoore,-999,36.2642058,-119.8931341
Weed Army Community Hospital,-999,35.2654396,-116.6883295
Va Medical Center - Menlo Park Division,-999,37.4652921,-122.1610052
Los Angeles Ambulatory Care Center,-999,34.05201504,-118.2384205
Va Medical Center - Palo Alto Division,-999,37.40535302,-122.1397846
University Medical Center New Orleans,446,29.96018576,-90.08194894
Sharp Coronado Hospital And Healthcare Center,59,32.6941428,-117.1685922
"University Of Calif, San Diego Medical Ctr D/P Aph",35,32.77710245,-117.0595661
Kaiser Fnd Hosp - San Francisco,247,37.78228361,-122.4432534
Adventist Medical Center,142,36.32363397,-119.6672235
French Hospital Medical Center,103,35.27793151,-120.6506414
Community Memorial Hospital-San Buenaventura,242,34.27464599,-119.2583026
Ojai Valley Community Hospital,25,34.44291519,-119.2643843
Santa Rosa Memorial Hospital-Sotoyome,60,38.44173065,-122.7024603
Sutter Medical Center Of Santa Rosa,115,38.46962166,-122.7074371
Santa Ynez Valley Cottage Hospital,11,34.60208279,-120.1263039
St. Helena Hospital,151,38.54254929,-122.4748572
Alta Bates Summit Med Ctr-Alta Bates Campus,347,37.85587637,-122.2572657
Valleycare Medical Center,167,37.69359647,-121.8803076
Grand River Medical Center,70,39.52123318,-107.7701788
Dameron Hospital,202,37.96167326,-121.300983
Banner Lassen Medical Center,38,40.43688328,-120.6277285
City Of Hope Helford Clinical Research Hospital,217,34.12980151,-117.971138
Glendale Adventist Medical Center - Wilson Terrace,515,34.15036297,-118.2300638
Kaiser Permanente Baldwin Park Medical Center,272,34.06534422,-117.9856952
Kaiser Fnd Hosp - Mental Health Center,68,34.06689734,-118.2434019
Motion Picture And Television Hospital,242,34.15797825,-118.6366359
Norwalk Community Hospital,50,33.91067119,-118.0641243
Madera Community Hospital,106,36.94381212,-120.0446582
El Camino Hospital,300,37.36945882,-122.0799957
St. Louise Regional Hospital,93,37.03655836,-121.571371
Dominican Hospital-Santa Cruz/Frederick,57,36.97970361,-122.0033095
Sutter Maternity And Surgery Center Of Santa Cruz,30,36.98769976,-121.9774166
Watsonville Community Hospital,106,36.92713067,-121.7929111
Burlingame Health Care Center D/P Snf,281,37.5955287,-122.3828458
Mills-Peninsula Medical Center,241,37.59251275,-122.3823236
Sequoia Hospital,208,37.47936502,-122.2548843
Seton Medical Center,357,37.67988504,-122.4742376
Seton Medical Center - Coastside,121,37.52639145,-122.5072766
Novato Community Hospital,47,38.09925492,-122.5600245
Community Regional Medical Center-Fresno,685,36.74389038,-119.7852398
St. Agnes Medical Center,436,36.83508748,-119.7657629
Kaiser Fnd Hosp - Richmond Campus,50,37.93718466,-122.3613784
Kaiser Fnd Hosp - Walnut Creek,233,37.89134636,-122.0588393
Kaiser Found Hsp-Antioch,150,37.95099113,-121.7751382
Bakersfield Memorial Hospital- 34Th Street,426,35.39134233,-119.0068733
Ridgecrest Regional Hospital,98,35.64067202,-117.671251
Mercy General Hospital,419,38.57006128,-121.4524684
Shriners Hospitals For Children Northern Calif.,80,38.55296329,-121.45533
St. Joseph Hospital - Eureka,138,40.78412185,-124.1422369
St Anthony Summit Medical Center,34,39.56943684,-106.0779542
Hoag Hospital Irvine,84,33.66070177,-117.7724095
Hoag Memorial Hospital Presbyterian,443,33.62447112,-117.929302
Kaiser Fnd Hosp - Irvine,174,33.65823563,-117.7749278
St. Joseph Hospital - Orange,457,33.7814698,-117.8642227
Gwinnett Hospital System,353,33.96367678,-84.01756345
Emory Johns Creek Hospital,110,34.06667514,-84.17662808
Jasper Memorial Hospital,17,33.31419258,-83.68648212
Ochsner Medical Center-West Bank,180,29.88431261,-90.02760604
West Carroll Memorial Hospital,21,32.86829874,-91.38238199
Wk Bossier Health Center,134,32.55833027,-93.71820586
Acadia-St. Landry Hospital,25,30.39559563,-92.21114982
Ochsner Medical Center-North Shore,110,30.28718569,-89.74265678
Jennings American Legion Hospital,60,30.23944135,-92.66293514
St. Martin Hospital,25,30.28279209,-91.88985828
Willis-Knighton Medical Center,896,32.48441774,-93.7799172
Calumet Medical Ctr,25,44.02537515,-88.15319092
Sacred Heart Hsptl,344,44.79446577,-91.51066676
Memorial Medical Ctr,25,44.55788671,-90.60787494
Divine Savior Hlthcare,73,43.56694999,-89.4665106
Grant Reg Hlth Ctr,25,42.84390755,-90.7088631
Upland Hills Hlth,25,42.95132396,-90.12946277
Fort Healthcare,82,42.93110393,-88.82797681
Black River Mem Hsptl,25,44.3032411,-90.85515144
Aurora Med Ctr Manitowoc Cty,69,44.12536783,-87.61945613
Howard Young Med Ctr,99,45.89350427,-89.70253852
Aurora Medical Center,127,43.32365209,-87.92817154
Chippewa Valley Hsptl,25,44.62050754,-91.96233292
Amery Regional Medical Center,25,45.2968281,-92.36091583
Ministry St Michaels Hospital Of Stevens Point,94,44.52643184,-89.56709621
Richland Hsptl,25,43.33870228,-90.38227434
Baldwin Area Med Ctr,25,44.9708939,-92.37410375
Mayo Clinic Health System-Oakridge Inc,18,44.57796683,-91.21317702
Aurora Lakeland Med Ctr,109,42.66189503,-88.49619199
Wheaton Franciscan Healthcare - Elmbrook Memorial,175,43.0593759,-88.15451943
St Josephs Community Hospital Of West Bend Inc,70,43.35575884,-88.19509696
Wild Rose Com Mem Hospital Inc,25,44.18356053,-89.2460595
Childrens Hsptl Of Wisconsin Fox Valley,42,44.18713506,-88.45444023
Mercy Med Ctr Of Oshkosh,157,44.01242072,-88.60104549
Central Valley General Hospital,49,36.33615885,-119.6456673
Los Robles Hospital & Medical Center - East Campus,62,34.15493887,-118.8157364
East Los Angeles Doctors Hospital,127,34.0236473,-118.1841648
Southern California Hospital At Hollywood,100,34.09639136,-118.3252349
Kindred Hospital Baldwin Park,95,34.06303893,-117.9674378
Lakewood Regional Medical Center,172,33.85970662,-118.148403
Monrovia Memorial Hospital,49,34.14875866,-117.9926677
Monterey Park Hospital,101,34.04946606,-118.1382622
Corona Regional Medical Center-Magnolia,78,33.85808331,-117.553858
Modoc Medical Center,87,41.48005626,-120.545744
Salinas Valley Memorial Hospital,269,36.65903046,-121.6459838
Anaheim General Hospital - Buena Park Campus,42,33.87641867,-117.9978976
Healthsouth Tustin Rehabilitation Hospital,48,33.74746074,-117.8310556
Kindred Hospital Brea,86,33.93449589,-117.8939488
Kindred Hospital Westminster,109,33.76353321,-117.995256
Kaweah Delta  Mental Health Hospital D/P Aph,63,36.32084395,-119.3482345
Charlton Memorial Hospital,-999,30.84527535,-82.00505739
Dauterive Hospital,103,30.00690698,-91.79452385
Reeves Memorial Medical Center,11,32.82399167,-92.65664868
Citizens Medical Center,40,32.06003995,-92.09913767
East Louisiana State Hospital-Greenwell Springs,452,30.57753408,-90.99193874
College Medical Center,121,33.80709287,-118.1933899
Kaiser Foundation Hospital - San Leandro,216,37.7064062,-122.1646545
Temecula Valley Hospital,140,33.48046447,-117.1059546
St Joseph'S Hospital - Savannah,-999,31.98543032,-81.15455637
Upson Regional Medical Center,115,32.8862977,-84.33650699
Phoebe Sumter Medical Center,76,32.06696234,-84.2560502
Southeastern Regional Medical Center,25,33.38483465,-84.75774669
Mayo Clinic Hlth Systm Franciscan Hlthcare Sparta,25,43.94422596,-90.81438359
Wheaton Franciscan Wi Heart Spine And Ortho,40,43.03581215,-88.03726582
Ripon Medical Center,18,43.83486875,-88.81800698
Compass Behavioral Center Of Alexandria,-999,31.25219156,-92.48198781
Lake Area Medical Center,-999,30.18113208,-93.25034955
Specialty Hospital,-999,32.49982124,-92.11455423
Kailo Behavioral Hospital,-999,30.44805306,-92.41152478
New Orleans East Hospital,-999,30.0289763,-89.97517048
Ocshner St. Anne General Hospital,38,29.70267142,-90.5652539
Our Lady Of The Angels Hospital,-999,30.7782294,-89.86934105
Feliciana Forensic Facility,-999,30.83263569,-91.21066049
Evans Army Community Hospital,-999,38.71911428,-104.7970689
Robert E. Bush Naval Hospital,-999,34.22706647,-116.0487938
Va Central California Health Care System,-999,36.77325043,-119.7791451
Va Medical Center - Providence,-999,41.83213908,-71.43314954
Va Medical Center - Tomah,-999,44.00308068,-90.49331901
Earl K Long Medical Center,-999,30.5045784,-91.131365
Kaiser Ontario Medical Center Campus,176,34.03207956,-117.6085993
Loma Linda Univ. Med. Center East Campus Hospital,134,34.04730564,-117.2516368
St. Bernardine Medical Center,342,34.13467236,-117.27702
Kaiser Fnd Hosp - San Diego,414,32.79156258,-117.0951595
Scripps Green Hospital,173,32.8968589,-117.2428711
Scripps Memorial Hospital - Encinitas,194,33.03734478,-117.2841834
Sharp Mary Birch Hospital For Women And Newborns,206,32.79829578,-117.1549778
Uc San Diego Health Hillcrest - Hillcrest Medical Center,390,32.75477023,-117.1657314
California Pacific Med Ctr-California West,299,37.7865092,-122.4560306
California Pacific Med Ctr-Pacific Campus,309,37.79070454,-122.4312945
"St. Mary'S Medical Center, San Francisco",403,37.77408876,-122.4537516
Kaiser Fnd Hosp - Santa Rosa,173,38.47179301,-122.7270644
Kaiser Fnd Hosp - Rehabilitation Center Vallejo,248,38.12690208,-122.2483773
Woodland Memorial Hospital,108,38.66392502,-121.7921452
Alta Bates Summit Med Ctr-Summit Campus-Summit,75,37.82013961,-122.2640042
San Leandro Hospital,93,37.71228835,-122.1434937
St. Rose Hospital,217,37.63344199,-122.0879125
St. Joseph'S Medical Center Of Stockton,364,37.97046719,-121.2881828
Foothill Presbyterian Hospital-Johnston Memorial,105,34.13265458,-117.8712597
Glendale Memorial Hospital And Health Center,334,34.12816563,-118.2566432
Kaiser Permanente Los Angeles Medical Center,460,34.09857365,-118.2941753
Kaiser Permanente Panorama City,218,34.21856419,-118.4302193
Providence Little Co Of Mary Subacute Care Center,200,33.81404969,-118.3481476
Providence Tarzana Medical Center,249,34.17039322,-118.5319041
Shriners Hospital For  Children - L.A.,60,34.06720478,-118.2863921
Temple Community Hospital,730,34.07565395,-118.2840344
Gardens Regional Hospital And Medical Center,107,33.83364001,-118.079678
St. Helena Hospital - Clearlake,32,38.93561886,-122.6201445
Eisenhower Medical Center,489,33.76335207,-116.4062411
Good Samaritan Hospital-San Jose,404,37.25207874,-121.9465769
Kaiser Fnd Hosp - Santa Clara,327,37.33540138,-121.998873
Lucile Salter Packard Children'S Hosp. At Stanford,302,37.43600458,-122.17539
Kaiser Fnd Hosp - Redwood City,149,37.48884784,-122.2233901
John Muir Medical Center-Concord Campus,245,37.98308958,-122.0334968
Sutter Delta Medical Center,145,37.98223445,-121.8029785
Kaiser Fnd Hosp - Sacramento,287,38.60179775,-121.393144
Sierra Nevada Memorial Hospital,104,39.22801629,-121.0474998
Kaiser Fnd Hosp - Anaheim,326,33.85392639,-117.8173843
La Palma Intercommunity Hospital,141,33.84751418,-118.0383023
Saddleback Memorial Medical Center - San Clemente,73,33.45706524,-117.6501839
Fremont Medical Center,46,39.14310632,-121.618012
New Horizons Lanier Park Hospital,-999,34.32080384,-83.79500295
Piedmont Mountainside Hospital,48,34.45824868,-84.41291289
St Marys Health Care System,165,33.94722132,-83.40525246
Mercy Hospital Ozark,-999,35.48582001,-93.83344375
Westerly Hospital,125,41.36218908,-71.82530324
St Marys Hospital,440,43.05933846,-89.40142922
Ministry Door County Medical Center,25,44.8327027,-87.35333553
St Joseph Hospital Dba Libertas,24,44.53382025,-88.06358371
Mercy Hospital Rogers,-999,36.30899285,-94.18297802
Columbus Com Hsptl,25,43.32260735,-89.03537068
Prairie Du Chien Memorial Hospital,25,43.04460371,-91.13768751
Berlin Memorial Hospital,25,43.97847715,-88.94122636
Good Samaritan Hlth Ctr,25,45.17563254,-89.68183128
Wheaton Franciscan Healthcare- Franklin Inc,52,42.86001258,-87.9540681
Froedtert Mem Lutheran Hsptl,596,43.04086156,-88.02461256
Wheaton Franciscan Healthcare- St Francis,260,42.98565775,-87.93465729
Columbia Center,17,43.25667793,-87.92615796
St Croix Reg Med Ctr,25,45.40903243,-92.64257812
Flambeau Hsptl,25,45.93031536,-90.44146647
Wheaton Franciscan Healthcare- All Saints,314,42.73165045,-87.82650281
Beloit Health System,256,42.54829771,-89.00843152
Westfields Hospital,25,45.11776075,-92.55550038
Aurora Sheboygan Mem Med Ctr,185,43.77338685,-87.70999507
St Nicholas Hospital,185,43.7623479,-87.74753796
Hayward Area Memorial Hospital,25,46.0347968,-91.48574688
Tri County Mem Hsptl,25,44.36432625,-91.3187495
Vernon Mem Hsptl,25,43.55167397,-90.88839128
Aurora Med Ctr Oshkosh,84,44.02774678,-88.59521837
Pih Hospital - Downey,199,33.9343518,-118.130904
Providence Little Company Of Mary Transitional Care Center,115,33.83934812,-118.3597215
Gundersen Boscobel Area Hospital And Clinics,25,43.13318413,-90.70863516
Acadia General Hospital,-999,30.22600918,-92.36365071
Banner Fort Collins Medical Center,22,40.52112296,-105.0093607
Medstar-Georgetown University Medical Center,609,38.91195851,-77.07525457
Bayfront Health Dade City,120,28.34796286,-82.20072008
Poinciana Medical Center,76,28.14478076,-81.47668786
St. Vincent'S Medical Center Clay County,106,30.10876243,-81.83268869
Healthsouth Rehabilitation Hospital At Martin Health,54,27.13343729,-80.22245582
Decatur County Hospital,25,40.75087608,-93.74547615
Anderson County Hospital,41,38.279877,-95.25033865
Kearny County Hospital,25,37.94659327,-101.2519299
Southwest Medical Center,101,37.05668308,-100.9267883
Edwards County Hospital,22,37.92124642,-99.42022212
Ottawa County Health Center,42,39.12933196,-97.70394425
Beth Israel Deaconess Hospital - Needham,58,42.2771,-71.2369
Norwood Hospital,215,42.189,-71.2021
Cambridge Health Alliance - Somerville Campus,124,42.39,-71.1094
Mercy Hospital Fort Smith,336,35.35586599,-94.35205497
White County Medical Center - South Campus,193,35.23409441,-91.73107431
White County Medical Center - North Campus,286,35.25188604,-91.69700113
River Valley Medical Center,35,35.22047614,-93.15729817
Baptist Health Medical Center - Arkadelphia,25,34.12291357,-93.08882416
Mercy Hospital Berryville,25,36.3590621,-93.55182577
Eureka Springs Hospital,22,36.40016379,-93.74423592
Bradley County Medical Center,35,33.61036413,-92.05925489
Five River Medical Center,50,36.28976027,-90.99738763
